id,status_group
7894,functional
13680,functional
13714,non functional
13849,functional
2241,functional needs repair
2029,functional
10751,functional
12149,functional
13883,non functional
293,functional
7620,functional
9752,functional
3160,non functional
11165,functional
4174,non functional
4364,non functional
6459,functional
6980,functional
12919,non functional
13192,non functional
13442,non functional
4886,functional
6557,functional
11322,functional
2266,functional
4648,functional
10016,functional
619,functional
4417,non functional
413,functional
12143,non functional
5022,functional
10548,functional
338,functional
2818,functional
3720,functional
7590,non functional
11969,functional
1367,functional
4212,non functional
3095,non functional
4143,non functional
9714,functional
14458,functional
4193,functional
6639,functional
4196,functional
1428,functional
14703,functional
5922,functional
8217,functional
13544,functional
12286,functional
7199,functional
9519,functional
1496,functional
4949,functional
2443,non functional
4789,non functional
4130,functional
4012,non functional
14460,non functional
6482,functional
3531,non functional
4567,functional
2915,non functional
13261,non functional
7303,functional
5549,functional
9390,functional
10427,functional
8301,functional
647,non functional
1611,functional
6501,functional
1779,functional
10976,non functional
9145,functional
14475,non functional
10099,functional
13897,functional
1316,functional
3178,functional
10197,non functional
315,functional
4437,functional
3843,non functional
8207,functional
963,non functional
6018,functional
4904,functional
11984,non functional
12044,functional
9258,non functional
10450,functional
5428,functional
568,non functional
8341,functional
12035,non functional
14696,non functional
10872,functional
7280,functional
5532,functional
10465,functional
13520,functional
5079,functional
10506,functional
7803,functional
7121,non functional
14395,functional
13997,functional
5868,functional
3466,functional
5176,functional needs repair
13506,functional
9882,functional
6970,functional
84,functional
3833,non functional
11765,functional
13625,non functional
3615,non functional
7938,functional
7149,functional
9868,non functional
1709,functional
10651,functional
13891,functional
1934,functional
11988,non functional
12789,functional
11511,non functional
5212,functional
10268,non functional
3249,functional
5685,functional
6393,functional
1990,functional
6789,functional
11862,functional
1011,functional
318,functional
1351,non functional
1638,functional
11040,functional
5479,functional
7173,functional
12530,functional
13721,functional
388,non functional
2193,functional
13283,non functional
4605,functional
938,functional
1890,functional
12463,functional
12795,functional
648,functional
9695,non functional
9610,non functional
10922,functional
10112,functional
5182,non functional
12751,functional
6206,functional
12161,non functional
4048,non functional
1741,non functional
6088,functional
7336,functional
2781,functional
9681,functional
10789,functional
4589,functional
7969,non functional
6706,non functional
14316,functional
10604,functional
13022,functional
11720,non functional
8352,functional
2578,non functional
7799,non functional
4151,functional
4407,non functional
10110,non functional
7380,non functional
9726,functional
14555,non functional
8597,functional
10914,functional
9632,non functional
5242,non functional
6609,non functional
2462,non functional
4184,functional
13180,functional
7196,functional
11459,non functional
12367,functional
3096,non functional
9174,functional
8350,functional
6386,functional
12371,functional needs repair
11859,functional
8633,functional
659,functional
8133,functional
11367,non functional
8023,functional
12262,functional
6440,functional
12043,functional
4597,functional
12443,functional
5163,non functional
507,functional
1867,non functional
9967,non functional
12749,functional
297,functional needs repair
7684,functional
2674,non functional
11330,non functional
544,non functional
1092,non functional
6134,non functional
11550,non functional
11594,functional
10974,non functional
13490,non functional
11432,non functional
2369,functional
7485,functional
7248,non functional
11369,functional
12357,functional
2964,functional
4493,functional
10887,non functional
1484,functional
13712,non functional
6057,non functional
104,functional
4036,functional
6668,non functional
3336,functional
11895,non functional
8943,functional
2319,functional
640,non functional
115,functional
5122,functional
1786,functional
3116,functional
4029,non functional
2531,functional
5075,functional
1613,non functional
1697,functional
953,non functional
10459,functional
13383,functional
11416,functional
14260,functional
2675,functional
12492,functional
340,functional
11857,functional
9424,functional
14015,non functional
5129,functional
10657,functional
3569,functional
566,non functional
553,functional
563,functional
13391,functional
1894,functional
200,functional
8815,functional
6123,functional
2032,functional
11856,functional
7816,non functional
2159,non functional
8219,functional
1160,functional
2976,non functional
11325,non functional
8362,functional
9511,non functional
14672,functional
2430,functional
9555,functional
3408,functional
11762,functional
2968,non functional
9336,functional
3876,non functional
11473,non functional
6813,non functional
2320,functional
3872,functional
9834,functional
11223,non functional
11885,functional
2784,functional
13949,functional
3346,functional
5181,functional
14135,functional
10609,functional
4389,functional
5234,non functional
12909,non functional
536,non functional
9854,functional
14711,non functional
6282,non functional
5699,functional
7470,functional
12916,non functional
2887,functional
11449,functional
12064,functional
5959,functional
11345,non functional
8047,non functional
4933,functional
865,functional
13065,functional needs repair
11102,non functional
14305,non functional
14014,functional
3342,functional
807,functional
4756,functional
11521,functional
10323,non functional
6680,non functional
5541,functional
9442,non functional
3373,non functional
5463,non functional
11844,non functional
10091,non functional
10491,functional
14457,functional
10028,functional
12008,functional
6427,non functional
2145,functional
11554,functional
12802,functional
8635,functional
4244,functional
7913,functional
11073,functional
9649,non functional
7134,functional
4030,functional
9214,non functional
11533,functional
6137,functional
14097,non functional
11487,functional
9741,functional
14584,functional
11591,functional
4093,functional
6571,functional
9911,functional
1391,non functional
3437,functional
3577,functional
13603,non functional
6950,functional
12641,functional
4989,functional
6190,non functional
13933,non functional
10041,functional
4452,functional
12459,functional
7232,functional
7167,functional
6467,functional
10750,non functional
6110,non functional
8790,non functional
3043,functional
3791,functional
10863,functional
185,non functional
3751,non functional
11608,functional
3083,functional
4705,non functional
911,functional
13225,non functional
8919,non functional
158,functional
11396,non functional
10925,non functional
12664,functional
3155,functional
10378,functional
2538,non functional
7643,non functional
3970,functional
8224,functional
6484,non functional
7291,functional
8306,functional
349,non functional
8230,non functional
9677,functional
7260,non functional
7000,non functional
10158,functional
9996,functional
3077,non functional
10318,functional
4555,functional
8404,functional
14019,functional
6476,non functional
8420,functional
12851,non functional
13266,functional
12210,non functional
14012,functional
1712,non functional
6644,non functional
7692,functional
7569,functional
12964,non functional
924,non functional
98,non functional
4161,functional
79,non functional
11759,functional
8562,functional
7854,functional
3004,functional
2738,non functional
8504,functional
12038,functional
7094,functional
13003,non functional
6178,functional
6563,functional
12904,non functional
541,non functional
8511,functional
11496,non functional
10458,functional
6621,functional
10859,functional
10736,functional
1026,non functional
5302,functional
13177,non functional
9813,functional
5253,functional
8870,non functional
3891,functional
7618,functional
6046,functional
5497,functional
14439,functional
3119,non functional
6469,functional
11872,functional
6505,non functional
4431,functional
2963,non functional
3997,functional
2692,functional
1962,functional
3813,functional
9434,non functional
1719,functional
7497,functional
8004,functional
6199,non functional
3231,functional
8818,functional
5834,non functional
12639,functional
7074,functional
9118,functional
6122,functional
2559,non functional
4418,functional
8873,functional
2052,functional
13892,functional
12587,functional
13279,functional
4710,functional
6857,functional
14038,functional
9980,functional
10920,functional
8613,functional
5791,functional
8650,non functional
11016,functional
12429,functional
13959,functional
9510,non functional
5738,functional
3377,functional
6714,functional
3111,functional
4225,functional
12319,non functional
11402,functional
3349,functional
11982,functional
10150,functional
14221,functional
8058,functional
11418,functional
14101,functional
3062,functional
13733,functional
13333,functional
12431,non functional
9202,non functional
7042,non functional
13913,functional
9664,functional
6,functional
7703,non functional
4397,functional
8525,functional
8389,functional
6089,functional
11908,functional needs repair
3558,functional
10923,non functional
107,functional
7490,non functional
5524,non functional
5474,functional
11587,non functional
831,functional
8770,non functional
12754,non functional
5198,functional
12418,functional
9761,non functional
6405,non functional
9102,functional
8409,functional
2151,non functional
907,functional
10233,functional
6391,functional
997,functional
8752,functional
4209,functional
2138,functional
4603,non functional
11366,non functional
2644,functional
3433,functional
11265,non functional
1271,functional
7850,functional
11409,functional
14009,functional
2759,functional
11436,non functional
14295,functional
12154,non functional
11412,functional
12462,non functional
10578,functional
9397,functional
14349,functional
8070,functional
8566,functional
7146,non functional
6365,non functional
13488,functional
6277,functional
500,functional
966,non functional
6065,functional
1286,functional
5401,functional
12011,functional
11847,functional
8169,non functional
12685,functional
8844,non functional
1157,functional
14497,functional
1028,functional
2380,functional
6043,non functional
4600,functional
13305,functional
13148,functional
12066,functional
8441,non functional
3503,functional
5461,non functional
4717,functional
2986,functional
6296,functional
12153,functional
10171,functional
6039,functional
3021,non functional
6219,functional
4328,non functional
8094,functional
5124,functional
10749,functional
6934,non functional
4793,functional
11595,functional
14394,functional
13812,functional
11378,non functional
3956,non functional
3632,functional
12385,functional
6272,non functional
1822,functional
9204,functional
2748,functional
8985,functional
9795,functional
10577,functional
3182,functional
1522,functional
11506,functional
12490,functional
10243,functional
9348,functional
4629,non functional
8054,functional
5894,functional
8491,functional
13277,non functional
14268,functional
10350,functional
9906,non functional
6142,functional
781,non functional
7994,non functional
7863,functional
5812,non functional
2530,non functional
11312,functional
1211,functional
3146,functional
6013,functional
856,non functional
9353,functional
11691,functional
1647,non functional
12846,functional
3902,non functional
5923,functional
2260,functional
125,functional
232,functional
9654,non functional
13493,functional
5076,functional
3341,non functional
9997,non functional
3761,functional
7413,functional
8335,functional
9006,functional
9244,non functional
12757,functional
3157,functional
7667,non functional
6957,functional needs repair
14406,non functional
5021,non functional
498,non functional
1593,functional
1552,non functional
12838,functional
11306,functional
9799,non functional
4856,functional
4279,non functional
6816,functional
12649,functional
582,non functional
7251,functional
4047,non functional
3979,non functional
7567,functional
13871,non functional
10658,functional
6068,functional
2525,functional
14083,non functional
435,functional
95,functional
9364,functional
9399,functional
3139,non functional
7989,functional
14085,functional
11435,non functional
1875,functional
14822,functional
13419,non functional
8225,functional
2515,functional
12546,non functional
1859,functional needs repair
12781,functional
949,non functional
8914,functional
12564,non functional
11391,non functional
5455,non functional
3633,non functional
627,non functional
12120,functional
1678,functional
5584,functional
5842,functional
6092,functional
4623,functional
10747,non functional
163,non functional
5290,functional
7925,non functional
4302,non functional
3935,functional
10410,non functional
14234,functional needs repair
5119,non functional
1896,functional
3722,functional
10972,functional
3223,functional
11937,non functional
7741,non functional
6855,non functional
12659,functional
2302,functional
6902,functional
10978,functional
8696,functional
12147,functional
3705,functional
5892,functional
12872,functional
2841,functional
10218,non functional
5241,non functional
12267,functional
1044,non functional
2812,non functional
7404,non functional
2835,functional needs repair
13033,functional
10255,functional
4125,functional
4316,non functional
9904,functional
2293,functional
6099,non functional
1703,functional
4433,functional
3969,functional
8277,functional
7170,functional
12756,non functional
10372,functional
3422,functional
11467,functional needs repair
777,non functional
10385,functional
4341,functional
11504,functional
6334,non functional
2542,functional
14515,functional
5881,functional
13339,functional
11580,functional needs repair
14624,functional needs repair
14339,non functional
5982,functional
1229,functional
1365,non functional
10040,functional
2946,functional
14139,functional
1663,non functional
8638,functional
13015,non functional
13389,functional
9964,functional
2387,non functional
7593,non functional
2322,non functional
2299,functional
6156,non functional
13446,non functional
12891,functional
3945,functional
13307,non functional
5252,non functional
5515,non functional
9318,functional
1405,functional
5110,non functional
1614,non functional
5410,functional
2152,functional
5975,non functional
4252,functional
9159,functional
9082,non functional
8772,non functional
7957,functional
6754,functional
3329,functional needs repair
3457,functional
13413,non functional
7219,non functional
14114,non functional
1560,non functional
13438,functional
7912,functional
12406,functional
3318,non functional
10704,non functional
12358,functional
7666,functional
5654,functional
4610,non functional
6643,non functional
14787,non functional
12848,functional
7095,functional
554,non functional
6024,non functional
60,functional
4123,non functional
7859,non functional
5151,non functional
13794,functional
7418,functional
867,functional
4827,non functional
8594,functional
14824,functional
7631,non functional
8969,non functional
273,functional
457,non functional
6922,functional
13270,functional
3735,functional
10211,functional
2619,functional
1487,functional
8374,functional
5326,functional
4517,functional
7460,functional
3215,functional
12335,functional
2979,non functional
7060,functional
8777,non functional
14528,non functional
14205,functional
12694,functional
9427,functional
2747,functional
14556,functional
9985,non functional
4422,functional
7144,functional
7113,functional
495,functional
5956,non functional
6294,non functional
4292,functional needs repair
10867,non functional
4999,functional
13546,non functional
1412,non functional
14050,functional
14086,functional
6166,functional
13545,non functional
385,functional
8839,functional
65,functional
10685,functional
1510,functional
6090,non functional
14174,functional
1955,functional
3605,non functional
10475,functional
6991,non functional
3038,functional
8256,functional
4688,functional
6576,non functional
3504,functional
10010,functional
7412,functional
5779,non functional
6424,non functional
5692,non functional
10521,functional
9936,functional
10131,functional
9798,functional
3544,functional
344,non functional
6870,functional
14175,non functional
10637,non functional
13606,functional
3448,non functional
12222,functional
12954,non functional
11566,functional
2338,non functional
7463,non functional
11645,functional
6583,functional
8066,non functional
625,non functional
10916,non functional
290,functional
5191,non functional
3776,functional
9575,functional
1425,functional
14122,functional needs repair
7525,functional
6997,non functional
9916,functional
2911,functional
6477,functional
2958,non functional
2431,functional
6802,non functional
13547,functional
5026,functional
12566,non functional
12036,functional
4136,functional
4507,non functional
4626,non functional
8006,functional
7203,non functional
2782,functional
2833,non functional
10461,non functional
12123,functional
7130,functional
8173,functional
10270,functional
8191,functional
9416,non functional
10381,non functional
13657,functional
13404,non functional
2359,non functional
2865,functional
7763,non functional
11360,functional
12671,functional
2269,functional
12412,functional
5317,non functional
3451,non functional
11792,functional
10097,functional
5879,functional
8061,functional
1161,non functional
4522,non functional
14587,functional
13248,functional
2347,non functional
14296,functional
11926,functional
13001,non functional
10786,functional
10523,functional
8012,functional
11276,non functional
3306,non functional
9685,functional
4033,non functional
1968,functional
12045,non functional
1883,non functional
10675,functional
14049,functional
11406,functional
8413,functional
530,functional
4419,functional
5116,functional
11008,non functional
6382,functional
706,functional
13781,functional
4466,functional
10140,non functional
9389,functional needs repair
4386,functional
12903,non functional
7797,non functional
2435,non functional
14512,functional
3724,functional
3780,functional
1951,functional
6076,functional
13836,functional
8644,functional
14726,functional
36,functional
14686,non functional
5993,functional
8471,functional
12884,non functional
12056,non functional
11555,functional
1824,functional
10327,functional
13762,functional
6042,non functional
13369,functional
1055,functional
5013,functional
4071,non functional
11078,functional
7539,functional
4234,functional
14004,non functional
1087,functional
13898,functional
10864,non functional
5053,functional
979,functional
763,non functional
6419,non functional
9900,functional
13797,functional
12565,functional
8286,functional
10802,functional
13802,functional
7066,non functional
5423,non functional
2600,functional
11621,non functional
7827,functional
3106,functional
2722,functional
3386,functional
14167,functional
11929,functional
14716,functional
7293,functional
13255,functional
1259,functional
4083,functional
10308,functional
5345,functional
14641,functional
10087,non functional
6860,functional
8459,functional
9267,functional
12399,non functional
9317,non functional
9958,non functional
6546,functional
12217,functional
12721,functional
10467,non functional
10924,functional
2204,functional
4408,non functional
4379,functional
3065,non functional
427,functional
16,functional
4798,functional
13757,non functional
3847,non functional
4724,functional
2377,functional
9515,functional
2867,non functional
9921,functional
8098,functional
12969,functional
485,functional
8033,non functional
9566,non functional
2710,functional
11794,functional
8111,functional
12227,functional
10530,functional
5990,functional
8534,functional
7998,functional
11087,functional
2718,non functional
7498,functional
11027,functional
9589,non functional
5250,non functional
11086,non functional
11181,functional
11236,non functional
8634,functional
1288,functional
11964,functional
12072,functional
1539,functional
11353,functional
12114,non functional
12014,functional
5979,functional
1605,non functional
591,functional
3691,non functional
5097,functional needs repair
3428,functional
3856,non functional
9328,functional
3211,non functional
176,functional
10729,non functional
3851,functional
6642,non functional
7840,functional
8141,functional
1303,non functional
12679,functional
8332,non functional
10626,functional
12168,functional
14185,functional
5394,functional
3524,non functional
12818,functional
7568,functional
13322,functional
10361,non functional
5519,functional
7983,non functional
1915,functional
9558,functional
6928,non functional
12706,functional
2550,functional
10200,functional
3461,functional
9071,functional
12338,functional
1992,non functional
6209,functional
927,functional
9569,functional
3900,functional
8639,non functional
5147,functional
12999,functional
6062,functional
11914,functional
12517,functional
3471,functional
2437,functional
11819,functional
13785,functional
11654,functional
10823,functional
5650,non functional
4189,functional
12534,functional
10170,functional
11804,non functional
5883,non functional
967,functional
11326,functional
14495,functional
623,non functional
605,functional
5173,non functional
720,non functional
286,functional
18,functional
13992,functional
6887,functional
10705,non functional
2353,non functional
734,functional
14753,functional
11002,non functional
6094,functional
2331,functional
309,functional
4432,functional
11144,non functional
4139,functional
6579,functional
5731,non functional
3439,functional
10472,functional
1586,non functional
7022,functional
7174,functional
10543,non functional
10137,functional
5004,functional
3582,non functional
4381,functional
7656,non functional
5299,functional
3932,functional
14564,non functional
193,functional
9973,non functional
2068,functional needs repair
11684,non functional
13418,functional needs repair
2093,functional
1769,functional
12096,functional
746,non functional
14125,non functional
14534,functional
9286,non functional
14404,functional
7053,functional
4068,functional
2487,functional
3909,functional
964,non functional
745,non functional
2870,functional
1939,functional
13088,functional
10590,functional
130,functional
4666,non functional
11095,functional
10285,non functional
3112,non functional
6252,functional
2904,non functional
11118,non functional
4242,functional
13174,functional
7209,functional
13908,functional
5632,non functional
9845,functional
14130,non functional
7047,non functional
13518,functional
6471,non functional
7100,functional
11719,non functional
5245,non functional
5710,non functional
5625,functional
12119,functional
14847,functional
7284,functional
2529,functional
1654,functional
2136,functional
9624,functional
8489,non functional
17,non functional
12972,functional needs repair
9048,non functional
26,non functional
14608,non functional
8320,non functional
2907,functional
10105,functional
14111,functional needs repair
6478,functional
3697,non functional
12532,functional
5974,functional
2892,functional
3677,functional
2526,functional
3725,functional
14591,non functional
9865,functional
7200,non functional
5289,non functional
8343,non functional
11200,functional
13344,functional
12686,non functional
77,functional
8545,functional
9310,functional
204,non functional
12291,functional
5749,functional
4426,functional
7447,non functional
7,non functional
1020,non functional
13089,functional
1500,non functional
2057,functional
11538,non functional
3887,functional
13723,functional
7469,functional
5303,functional
14598,non functional
11986,functional needs repair
2610,non functional
12650,functional
6284,non functional
10762,functional
8583,functional
12173,functional
13711,functional
5146,functional
6443,non functional
806,functional
6578,functional
6539,functional
9122,functional
1690,functional
2994,non functional
14603,functional
12871,non functional
4611,functional
13523,functional
9167,non functional
10908,non functional
10810,non functional
7956,functional needs repair
1497,functional
13019,functional
13684,non functional
14744,functional
13224,non functional
6871,functional
3050,functional
6191,functional
10660,non functional
6943,functional
5783,non functional
8270,functional
9732,functional
12030,functional
5168,functional
7286,functional
7141,functional
7534,functional
9697,functional
5751,functional
7084,functional
1776,functional
13951,non functional
8050,non functional
10869,non functional
762,functional
8805,non functional
13847,functional
11686,non functional
5814,functional
10345,functional
2292,functional
4911,functional
5853,non functional
2475,non functional
6791,non functional
12316,functional
12146,non functional
5843,functional
13349,functional
14815,non functional
4353,functional
11507,non functional
12958,functional
1130,functional
4076,functional
5571,functional
62,functional
13585,functional
8127,functional
12310,non functional
12204,functional
13991,functional
4325,functional
5734,functional
4511,functional
8406,non functional
4577,non functional
1847,non functional
11327,functional
3551,non functional
3473,functional
9883,functional
1567,functional
2633,functional
11652,functional
5240,non functional
10909,non functional
10159,non functional
5987,functional
2360,non functional
11133,functional
8880,non functional
13791,functional
1146,non functional
9892,functional
7273,functional
6724,functional
3085,non functional
2095,functional
3728,non functional
7324,non functional
10670,non functional
7678,functional
6863,functional
1745,functional
11543,functional
6962,non functional
13370,non functional
3948,functional
1378,functional
12925,functional
2507,non functional
3200,non functional
12404,functional
2908,functional
12314,non functional
11606,functional
11500,non functional
4223,non functional
7673,non functional
7971,functional
12906,functional
12542,functional
6897,non functional
6521,non functional
2810,functional
14248,non functional
8766,functional
3910,functional
1685,functional
1064,functional
985,functional
10663,functional
13340,non functional
4766,functional
12413,functional
12306,functional
9565,functional
9870,non functional
14051,functional
11280,functional
9502,functional
12336,functional
11644,non functional
7719,functional
2732,non functional
11464,non functional
8520,non functional
5859,functional
11346,functional
6445,non functional
10021,functional
4224,non functional
10891,functional
9926,functional
2222,non functional
10232,functional
9362,functional
4830,non functional
8912,functional
8967,functional
1172,non functional
5714,functional
14150,non functional
11998,functional
13337,non functional
10594,non functional
2038,functional
8007,functional
6468,functional
11728,non functional
11712,non functional
13388,non functional
4716,non functional
7236,non functional
1892,functional
8515,functional
10982,non functional
12125,functional
6361,functional
3554,non functional
8806,non functional
11283,functional
3438,functional
14241,functional
9052,non functional
9748,non functional
4052,functional
221,non functional
1350,non functional
8175,non functional
3671,non functional
9199,non functional
3839,functional
11321,functional
14060,functional
2965,functional
10199,functional
6197,functional
4305,functional
9951,non functional
10494,functional
7375,non functional
3460,non functional
12865,functional
10554,functional
12411,non functional
4896,non functional
3101,functional
333,functional
10828,functional
8028,functional
7844,functional
2924,functional
12769,functional
4391,functional
8807,functional
10878,functional
11661,functional
7577,non functional
6515,non functional
10156,non functional
10950,functional
6185,non functional
9233,functional
8096,non functional
8878,functional
6290,functional
4206,functional
339,non functional
6446,non functional
13472,non functional
14543,functional
9277,functional
12020,non functional
10247,non functional
10534,non functional
11805,functional
2762,functional
2237,functional
10011,non functional
7509,non functional
5788,functional
6529,non functional
4313,non functional
11198,functional
9173,non functional
226,functional
1689,functional
13373,functional needs repair
11157,non functional
2745,functional
1701,functional
5841,functional
2268,functional
3431,functional
1371,functional
13804,functional
5684,functional
11849,non functional
135,functional needs repair
5649,functional
9497,functional
9377,functional
11828,functional
1153,non functional
23,non functional
8933,functional
7297,functional
934,functional
4627,functional
4413,non functional
7533,functional
5323,functional
4002,functional
5566,functional
4763,functional
14127,non functional
8730,functional
7052,functional
1528,non functional
8568,functional
14649,functional
13981,functional
2588,functional
10469,non functional
11776,functional
7119,non functional
8843,functional
10848,functional
6085,functional
14542,functional
9639,functional
4797,functional
5576,functional
9668,functional needs repair
9060,functional
3755,non functional
9148,non functional
8274,functional
5267,functional
6651,non functional
4996,non functional
6307,functional
5861,non functional
14334,functional
652,functional
6920,functional
10360,functional
13672,functional
7809,functional
3140,functional
9999,functional
6730,non functional
4824,functional
11696,functional
2620,functional
7101,functional
2230,functional
2828,functional
9713,functional
4786,functional
4865,functional
5767,functional
9779,functional
8010,non functional
4336,functional
4308,non functional
10769,functional
3099,non functional
11863,functional
6390,non functional
14454,non functional
5527,functional
14510,non functional
4474,functional
13626,functional
3976,functional
2981,functional
12071,non functional
12790,functional
10562,non functional
8846,functional
13593,functional
5070,functional
1648,non functional
12733,non functional
9073,functional
7906,functional
13064,functional
12881,functional
11541,functional
1004,functional
8825,functional
416,non functional
10257,functional
1839,functional
4192,functional
1353,functional
13125,non functional
13048,non functional
13075,non functional
5680,functional
11899,non functional
7302,non functional
10380,functional
9915,functional
5806,functional
3774,functional
9316,non functional
10431,functional
11141,functional
11556,non functional
7665,functional
2285,functional
7996,non functional
14606,non functional
2836,functional
13482,functional
12211,functional
11155,functional
1249,functional
8731,functional
4822,functional
7088,non functional
4670,non functional
12497,functional
8774,non functional
10025,functional
5041,functional
12569,functional
3885,functional
4485,functional
14453,functional
1578,functional
2086,functional
11079,functional
13653,functional
3832,non functional
9189,functional
13697,functional
11142,functional
4468,non functional
10207,functional
3499,functional
7800,functional
12773,non functional
3232,functional
550,functional
8507,functional
10690,functional
1095,functional
4875,functional
8203,functional
10905,functional
2436,functional
791,functional
552,functional
1861,non functional
4744,functional
7813,functional
4365,functional
13739,non functional
2085,functional
12298,non functional
7934,non functional
7889,non functional
14314,non functional
5448,non functional
2036,functional
11563,functional
1056,non functional
5189,functional needs repair
3467,non functional
2024,functional
8526,functional
2543,non functional
8297,functional
5175,functional
14287,functional
6212,non functional
13326,functional
10682,non functional
11332,functional
10659,functional
13492,non functional
398,functional
9687,functional
6811,non functional
2121,non functional
4684,non functional
11517,non functional
7356,functional
804,functional
1807,functional
14799,functional
14025,functional
14518,functional
4700,functional
14813,non functional
2233,functional
7433,functional
5611,non functional
2330,functional
3838,functional
4398,non functional
10324,functional
14705,functional
13630,functional
13513,non functional
7578,functional
8651,functional
14225,functional
12117,functional
3274,functional
9849,non functional
3852,non functional
12618,non functional
14217,functional needs repair
10862,non functional
6927,functional
461,non functional
11584,functional
9989,functional
5840,non functional
11658,functional
875,non functional
9163,functional
11559,functional
7472,functional
7264,functional
12003,functional
5018,functional needs repair
2314,non functional
13652,functional
11337,functional
2984,functional
4553,non functional
12050,functional needs repair
13362,non functional
13879,functional needs repair
10386,functional
10106,functional
9912,non functional
9001,non functional
10103,functional
5666,non functional
8569,functional
2622,non functional
211,non functional
5568,functional
3347,functional
13669,non functional
1651,functional
1264,non functional
466,functional
5984,functional
8549,functional
6034,functional
12615,functional
3702,functional
4472,functional
4110,functional
9239,non functional
3129,non functional
14636,functional
4447,functional
723,non functional
12145,non functional
12197,functional
4901,functional
2853,functional
3595,non functional
13915,functional
490,functional needs repair
8385,non functional
1299,non functional
2821,functional
6001,functional
4839,functional
3590,non functional
9972,functional
8236,functional
3497,functional
1876,non functional
12245,non functional
3571,functional
10542,functional needs repair
14739,functional
13032,functional
123,non functional
9262,functional
4473,functional
127,functional
5469,functional
8408,functional
14498,functional
1360,non functional
3186,functional
4847,non functional
7003,non functional
10569,functional
5238,functional
10607,functional
3858,non functional
11290,functional
9541,functional needs repair
9320,non functional
13707,functional
7725,functional
2520,functional
1066,functional
2858,functional
2569,functional
3754,non functional
11948,functional
4090,non functional
4175,non functional
913,functional
14786,functional
10731,functional
4509,functional
9524,functional
10456,non functional
8782,functional
8483,functional
2422,functional
8481,functional
10384,functional
12823,non functional
5528,functional
8900,functional
9609,non functional
5998,functional
2115,functional
5121,functional
2458,non functional
3649,functional
7249,functional
2271,non functional
7332,non functional
596,non functional
5462,functional
10527,non functional
11397,non functional
10672,non functional
5435,non functional
6588,non functional
2609,functional
13066,functional
1022,functional
234,functional
10711,non functional
4337,functional
5824,functional
12821,non functional
276,functional
7464,non functional
4539,non functional
6677,functional needs repair
12556,non functional
14029,non functional
1504,functional
11710,functional
2775,functional
1407,functional
12837,non functional
11237,functional
13965,functional
1760,functional
8314,functional
11104,functional
14537,functional
6843,functional
8465,functional
1618,non functional
2298,functional
10306,non functional
4556,functional
6711,non functional
10319,non functional
10485,non functional
6204,functional
1042,functional
6006,functional
7560,functional
11227,functional
3094,functional
257,functional
6696,functional
11121,functional
11125,functional
6037,functional
4239,functional
6308,functional
4767,functional
12290,functional
13107,functional
8359,functional
11813,functional
6207,functional
10342,non functional
13468,functional
9602,functional
9309,non functional
8100,functional
13740,non functional
9453,non functional
7494,functional
14227,functional
11214,non functional
3917,functional
6192,functional
3687,functional
9128,functional needs repair
13769,non functional
13770,functional
7226,functional
9821,functional
5723,functional
3220,non functional
3971,functional
7519,functional needs repair
14223,functional needs repair
7049,functional
8647,functional
7947,functional
7252,functional
654,non functional
7801,non functional
13571,functional
13651,functional
9475,functional
2537,functional
14247,non functional
7870,functional
3184,functional
11802,functional
9312,functional
6592,non functional
5344,non functional
10026,non functional
9827,functional
9337,non functional
5204,functional
11635,functional needs repair
13960,non functional
3230,non functional
11960,non functional
11753,functional
9966,functional
4165,functional needs repair
9283,functional needs repair
5567,functional
7942,functional needs repair
12519,functional
2585,functional
13895,functional
7864,functional
13347,functional needs repair
9885,non functional
7045,non functional
3483,functional
9154,functional
7283,functional
13975,non functional
12182,non functional
4014,functional
5161,non functional
805,functional
11356,functional
9280,non functional
11522,functional
11186,functional
5860,non functional
8165,functional
14665,functional
5203,functional
8710,functional
8199,functional
5442,non functional
14081,functional
13549,functional
10717,functional
13599,non functional
9345,functional
6955,functional
7385,non functional
9293,functional
7904,functional needs repair
4069,non functional
2414,functional
2452,functional
14487,functional
6456,functional
13805,functional
5209,non functional
2425,functional
10480,functional
13806,functional
11220,functional
10791,non functional
542,non functional
1989,functional
10515,functional
8384,non functional
1918,functional
7588,functional
9408,functional
1565,functional
1208,non functional
11911,functional
3855,non functional
1302,non functional
14826,functional
3626,functional
13272,functional
7651,functional
1576,functional
1213,non functional
5408,non functional
9450,functional
12908,functional
3338,functional
1290,non functional
3393,functional
9521,non functional
143,functional
4962,functional
13387,functional
13822,functional
696,functional
948,functional
12996,non functional
5059,functional
8436,functional
11779,non functional
9241,non functional
681,functional needs repair
8498,functional needs repair
9805,functional
1970,functional
10464,functional
14629,functional
12879,functional
5341,functional needs repair
5583,functional
88,functional
7553,non functional
9147,functional
13608,functional
1216,functional
5491,functional
3470,functional
10653,non functional
1592,non functional
7623,functional
13171,non functional
4464,functional
8944,non functional
8398,non functional
7171,functional
5134,non functional
5433,non functional
13397,functional
10939,functional needs repair
11716,non functional
14721,functional
13548,functional
9467,functional
8585,functional
1738,functional
9043,functional
3759,functional
10615,non functional
13030,non functional
2244,non functional
2874,functional
1089,functional
358,functional
690,functional
2492,functional
9282,functional
11943,functional
4483,functional
10676,functional
12934,functional
109,non functional
2262,non functional
3600,non functional
3308,functional
